Time,Close,Deviation
2025-07-01 09:30:00-04:00,296.2449951171875,0.06264324293497725
2025-07-01 09:31:00-04:00,294.8800048828125,0.06002321831062386
2025-07-01 09:32:00-04:00,295.0,0.05263155934642581
2025-07-01 09:33:00-04:00,296.6099853515625,0.04069591157673315
2025-07-01 09:34:00-04:00,295.6072082519531,0.03679936948436792
2025-07-01 09:35:00-04:00,295.2099914550781,0.03072430801549952
2025-07-01 09:36:00-04:00,294.1400146484375,0.026575108141545057
2025-07-02 09:30:00-04:00,311.1875,0.02638428719472823
2025-07-02 09:31:00-04:00,311.1369934082031,0.023454071524597192
2025-07-07 09:30:00-04:00,294.4088134765625,0.06162661458696971
2025-07-07 09:31:00-04:00,292.7304992675781,0.06001006470640182
2025-07-07 09:32:00-04:00,292.3299865722656,0.054106701604264555
2025-07-07 09:33:00-04:00,290.7192077636719,0.05160831572085191
2025-07-07 09:35:00-04:00,292.07000732421875,0.03969884599405601
2025-07-07 09:36:00-04:00,291.67041015625,0.033323952259182645
2025-07-07 09:37:00-04:00,292.7262878417969,0.022232034730298316
